number,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,nationality,rating,review_text,raw_review_text,tags,meta
905,Good,23-Jan-20,Nuno,,28-00-2022,https://www.booking.com/reviews/be/hotel/chez-mimi.en-gb.html?label=gen173nr-1DCA0oFUIJY2hlei1taW1pSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALVqteHBsACAdICJDBhZTYwYjJmLWFiOWYtNDI3MS04MzE5LTFlNGEzODBiOTcxMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Chez Mimi - chambre vue parc,https://www.booking.com/hotel/be/chez-mimi.en-gb.html?label=gen173nr-1DCA0oFUIJY2hlei1taW1pSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALVqteHBsACAdICJDBhZTYwYjJmLWFiOWYtNDI3MS04MzE5LTFlNGEzODBiOTcxMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Portugal,7.0,"Old house misses some comodities,

Good breakfast and location","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Old house misses some comodities</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Good breakfast and location</span></p>",Leisure trip~Solo traveller~Single Room with Park View~Stayed 5 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
906,Good,06-Mar-19,Anonymous,,29-00-2024,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Luxembourg,7.9,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Couple~Twin Room with Balcony~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
907,100% recommended!,22-Nov-20,Auretta,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/105181145.jpg?k=db73e2350b043ea464b7e740393bcc96ee7d699805b159ad1475f8c616aa543c&o=,28-00-2023,https://www.booking.com/reviews/be/hotel/le-pre-chet-profondeville.en-gb.html?label=gen173nr-1DCA0oFUIZbGUtcHJlLWNoZXQtcHJvZm9uZGV2aWxsZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC5KrXhwbAAgHSAiRjZWY1NWVjNS1mMzJmLTQzZDktYTA4Yi0yNGJjYTk1Zjk0NjXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Le Pré-Chet,https://www.booking.com/hotel/be/le-pre-chet-profondeville.en-gb.html?label=gen173nr-1DCA0oFUIZbGUtcHJlLWNoZXQtcHJvZm9uZGV2aWxsZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC5KrXhwbAAgHSAiRjZWY1NWVjNS1mMzJmLTQzZDktYTA4Yi0yNGJjYTk1Zjk0NjXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Italy,10.0,"The studio has everything you need and it is well located in a charming and tiny village by the Meuse river. The view from the appartement is absolutely lovely! 
From the studio you can easily bike or walk around without taking the car. The host is very kind and always available if you have questions. We will go back for sure :)","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The studio has everything you need and it is well located in a charming and tiny village by the Meuse river. The view from the appartement is absolutely lovely! 
From the studio you can easily bike or walk around without taking the car. The host is very kind and always available if you have questions. We will go back for sure :)</span></p>",Leisure trip~Couple~Studio Apartment~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
908,Exceptional,28-Aug-18,Nonny,,20-00-2021,https://www.booking.com/reviews/be/hotel/het-colettientje.en-gb.html?label=gen173nr-1DCA0oFUIQaGV0LWNvbGV0dGllbnRqZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCu6rXhwbAAgHSAiRiNmU1MDFjNC02YjEwLTQ5MzYtYTEyNy1kMDRlNjdhNmRkZjjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,B&B Het Colettientje,https://www.booking.com/hotel/be/het-colettientje.en-gb.html?label=gen173nr-1DCA0oFUIQaGV0LWNvbGV0dGllbnRqZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCu6rXhwbAAgHSAiRiNmU1MDFjNC02YjEwLTQ5MzYtYTEyNy1kMDRlNjdhNmRkZjjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,9.6,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Couple~Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
909,Fantastic one night stay.,14-Aug-19,Caroline,,17-00-2024,https://www.booking.com/reviews/be/hotel/grand-cabaret.en-gb.html?label=gen173nr-1DCA0oFUINZ3JhbmQtY2FiYXJldEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1arXhwbAAgHSAiQxMzcyZWIzNy1jOWJiLTRiNDUtOGQ3Ni01M2I0NDVmOGNjNzjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B Le Grand Cabaret,https://www.booking.com/hotel/be/grand-cabaret.en-gb.html?label=gen173nr-1DCA0oFUINZ3JhbmQtY2FiYXJldEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1arXhwbAAgHSAiQxMzcyZWIzNy1jOWJiLTRiNDUtOGQ3Ni01M2I0NDVmOGNjNzjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,9.2,Friendly and very helpful host.The building had bags of character. A great stay,"<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Friendly and very helpful host.The building had bags of character. A great stay</span></p>",Leisure trip~Group~Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
910,Exceptional,26-Jul-19,Alan,,29-00-2023,https://www.booking.com/reviews/be/hotel/marivaux-congress-seminar-centre.en-gb.html?label=gen173nr-1FCA0oFUIgbWFyaXZhdXgtY29uZ3Jlc3Mtc2VtaW5hci1jZW50cmVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNzJiNjU5OTctZGVlNC00YTVkLTgyOWYtM2JmNGM3NTYxMjRk2AIG4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,Marivaux Hotel,https://www.booking.com/hotel/be/marivaux-congress-seminar-centre.en-gb.html?label=gen173nr-1FCA0oFUIgbWFyaXZhdXgtY29uZ3Jlc3Mtc2VtaW5hci1jZW50cmVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNzJiNjU5OTctZGVlNC00YTVkLTgyOWYtM2JmNGM3NTYxMjRk2AIG4AIB;sid=cb78d8489b9c18246aa9830225a71862,Brazil,10.0,"Close to both City Center, as well as the North Station, which is where we arrived, so it was pretty convenient.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Close to both City Center, as well as the North Station, which is where we arrived, so it was pretty convenient.</span></p>",Leisure trip~Couple~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
911,Would return,13-Nov-19,Stephen,,16-00-2023,https://www.booking.com/reviews/be/hotel/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Avenue Beach Hotel,https://www.booking.com/hotel/be/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,9.0,"Comfy bed. Very good breakfast, Good location. Helpful and friendly staff.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Comfy bed. Very good breakfast, Good location. Helpful and friendly staff.</span></p>",Leisure trip~Couple~Comfort Double Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
912,Superb,21-Jul-19,Roberto,,06-00-2023,https://www.booking.com/reviews/be/hotel/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,ibis Hotel Brussels Airport,https://www.booking.com/hotel/be/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,9.2,Right price quality,"<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Right price quality </span></p>",Leisure trip~Couple~Standard Twin Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
913,Exceptional,04-Jul-19,Sreekanth,,23-00-2023,https://www.booking.com/reviews/be/hotel/novotelgentcentrum.en-gb.html?label=gen173nr-1FCA0oFUISbm92b3RlbGdlbnRjZW50cnVtSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDEwYTlmODkzLTQ1OTAtNDQ2ZC1iYzY4LWNlMTE2NzgyMzY0MNgCBuACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,Novotel Gent Centrum,https://www.booking.com/hotel/be/novotelgentcentrum.en-gb.html?label=gen173nr-1FCA0oFUISbm92b3RlbGdlbnRjZW50cnVtSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDEwYTlmODkzLTQ1OTAtNDQ2ZC1iYzY4LWNlMTE2NzgyMzY0MNgCBuACAQ;sid=cb78d8489b9c18246aa9830225a71862,Netherlands,10.0,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Couple~Superior Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
914,A nice stay but details should be better for this price,29-Jun-21,Pieter,,30-00-2023,https://www.booking.com/reviews/be/hotel/camping-le-canada.en-gb.html?label=gen173nr-1DCA0oFUIRY2FtcGluZy1sZS1jYW5hZGFIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AuWq14cGwAIB0gIkMGZhOTQ0ZGUtODMwZC00YzcwLTg2NmUtNjc2MTg4OTRiNjg42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Camping Le Canada,https://www.booking.com/hotel/be/camping-le-canada.en-gb.html?label=gen173nr-1DCA0oFUIRY2FtcGluZy1sZS1jYW5hZGFIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AuWq14cGwAIB0gIkMGZhOTQ0ZGUtODMwZC00YzcwLTg2NmUtNjc2MTg4OTRiNjg42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,Belgium,8.0,"The matrasses were very thin which was not comfy.Also the bbq’s were very filthy, they should be clean on arrival if you advertise “tipi with bbq’ or install new/clean closed bbq’s instead of open bbq’s!,

Nice tipi, which is big enough with table & chairs. Also the refridgerator with kitchen utilities is very handy.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The matrasses were very thin which was not comfy.Also the bbq’s were very filthy, they should be clean on arrival if you advertise “tipi with bbq’ or install new/clean closed bbq’s instead of open bbq’s!</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Nice tipi, which is big enough with table &amp; chairs. Also the refridgerator with kitchen utilities is very handy.</span></p>",Leisure trip~Group~Tent~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
915,Passable,07-Aug-19,Alan,,02-00-2022,https://www.booking.com/reviews/be/hotel/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Hotel Eden Ardenne,https://www.booking.com/hotel/be/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,5.4,Floors in public areas and rooms were not clean.,"<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Floors in public areas and rooms were not clean.</span></p>",Leisure trip~Couple~Double or Twin Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
916,Exceptional,10-Nov-19,Bernadett,,16-00-2023,https://www.booking.com/reviews/be/hotel/chez-mimi.en-gb.html?label=gen173nr-1DCA0oFUIJY2hlei1taW1pSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALVqteHBsACAdICJDBhZTYwYjJmLWFiOWYtNDI3MS04MzE5LTFlNGEzODBiOTcxMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Chez Mimi - chambre vue parc,https://www.booking.com/hotel/be/chez-mimi.en-gb.html?label=gen173nr-1DCA0oFUIJY2hlei1taW1pSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALVqteHBsACAdICJDBhZTYwYjJmLWFiOWYtNDI3MS04MzE5LTFlNGEzODBiOTcxMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Italy,10.0,"Beautiful, I recommend","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Beautiful, I recommend</span></p>",Solo traveller~Single Room with Park View~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
917,Very good,16-Jan-19,Anonymous,,19-00-2023,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Belgium,8.3,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Business trip~Solo traveller~Large Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
